N,Price,Dist,Rooms,Nfloors,Floor,Totsp,Livesp,Kitsp,Metrdist,Walk,Brick,Bal,Tel,New
544.0,6500000.0,14.368786950748376,1,17,2,36.2,16,8.2,15,1,0.0,1.0,0,0.0
545.0,6500000.0,11.099580790529481,1,18,7,39,18,9,5,0,0.0,1.0,0,0.0
546.0,6500000.0,13.097175040743782,1,26,6,43.3,18,13,5,1,1.0,1.0,None,0.0
547.0,6500000.0,16.96824446226996,1,17,9,36.8,16.7,10.4,29,1,0.0,0.0,1,0.0
548.0,6500000.0,12.319442927691101,2,9,6,42.9,27.3,6,10,0,0.0,1.0,1,0.0
549.0,6500000.0,17.069513477864074,2,12,9,45.7,30.3,6.7,10,0,0.0,0.0,None,0.0
550.0,6500000.0,7.777281770085349,2,9,3,38,23,8,15,1,0.0,1.0,1,0.0
551.0,6500000.0,10.540300710498087,3,5,5,54.6,37,5.2,10,1,0.0,1.0,0,0.0
552.0,6500000.0,11.728212005443103,1,14,5,40,22,9,None,None,0.0,0.0,1,0.0
553.0,6500000.0,13.797837572342381,1,14,5,40,22,11,10,0,1.0,1.0,None,0.0
554.0,6500000.0,13.664868137598917,3,5,3,56,43,6,8,0,1.0,1.0,1,0.0
555.0,6500000.0,14.900860581373209,2,9,6,45,30,6,10,0,0.0,0.0,0,0.0
556.0,6500000.0,11.001101724033614,2,5,1,45.6,31,5.3,None,None,0.0,0.0,1,0.0
557.0,6504774.0,19.801462864390036,2,14,13,64.3,30.5,15.4,20,0,1.0,1.0,None,1.0
558.0,6520000.0,12.605302841529864,1,22,1,32.6,None,None,14,1,1.0,0.0,None,1.0
559.0,6535754.0,13.028082986637598,2,8,5,54.1,54.1,None,10,0,1.0,0.0,0,0.0
560.0,6559140.0,12.605302841529864,1,22,5,32.2,9.3,12.6,14,1,1.0,0.0,None,1.0
561.0,15571710.0,5.53831246690207,3,8,5,69.3,54.3,15,10,1,1.0,0.0,1,0.0
562.0,7888786.0,10.760366517541806,1,24,13,40.1,17.3,9.8,1,1,1.0,1.0,None,1.0
563.0,4790000.0,15.393645487657738,1,9,7,34,19,7,10,0,0.0,0.0,1,0.0
564.0,3224000.0,14.26629859680252,1,20,17,24.8,11.4,6,8,1,1.0,1.0,None,0.0
565.0,3450000.0,19.801462864390036,1,8,6,31,23.5,7.1,10,0,1.0,1.0,None,1.0
566.0,3550000.0,15.690547820068003,1,5,5,23,14.6,4,14,0,1.0,0.0,1,0.0
567.0,3600000.0,15.279905703295652,1,6,4,28.7,18,None,20,1,1.0,0.0,None,0.0
568.0,3950000.0,15.279905703295652,1,7,7,33,27,None,24,1,1.0,0.0,0,0.0
569.0,4000000.0,12.978290117372524,4,9,7,80,75,None,None,None,0.0,1.0,0,0.0
570.0,4098250.0,14.276006086634045,1,20,20,33.8,16.3,None,8,1,1.0,0.0,None,1.0
571.0,4200000.0,19.269976358756026,1,9,4,40.1,17,12.5,None,None,0.0,1.0,0,0.0
572.0,4331000.0,14.287382460002524,1,17,4,35.5,14,10,8,1,1.0,1.0,None,1.0
573.0,4350000.0,15.182841783976048,1,4,1,35.2,19.5,7.5,None,None,0.0,0.0,1,0.0
574.0,4350000.0,13.951033978232815,1,5,4,30.4,18.4,6,13,1,1.0,1.0,None,0.0
575.0,4400000.0,14.839419581689636,1,9,8,33,19,6,20,0,0.0,0.0,1,0.0
576.0,4400000.0,10.938704131798367,1,18,11,32,17,9,9,0,1.0,1.0,None,1.0
577.0,4400000.0,15.84184516850267,1,5,1,23.3,15.5,3.4,15,0,1.0,0.0,1,0.0
578.0,4410784.0,14.276006086634045,1,20,3,40.6,13.1,15.2,8,1,1.0,0.0,None,1.0
579.0,4414000.0,6.082149909983166,1,46,7,28.5,15,None,5,1,1.0,0.0,None,1.0
580.0,4443376.0,14.276006086634045,1,20,19,40.9,16.5,13.6,8,1,1.0,0.0,None,1.0
581.0,4446000.0,14.287382460002524,1,20,4,39.7,15.5,12,8,1,1.0,1.0,None,1.0
582.0,4475000.0,15.720716335142036,1,9,1,32.6,18.9,5.9,5,0,0.0,0.0,None,0.0
583.0,4500000.0,9.873043694739165,1,5,1,30.1,18.4,5.8,25,1,0.0,0.0,None,0.0
584.0,4500000.0,13.497237277095833,1,17,15,38,16,9,5,1,1.0,1.0,None,1.0
585.0,4500000.0,14.27633244540348,1,16,3,38,14,12,10,0,0.0,0.0,0,0.0
586.0,4500000.0,14.839419581689636,1,9,9,32.6,18.8,6.7,15,0,0.0,0.0,1,0.0
587.0,4550000.0,13.810765607166976,1,12,9,33,17,7,17,1,0.0,1.0,None,0.0
588.0,4575975.0,14.276006086634045,1,20,4,42.5,16.9,10.5,8,1,1.0,0.0,None,1.0
589.0,8490000.0,17.25184392220738,3,12,2,64,46,7,20,1,0.0,1.0,1,0.0
590.0,13000000.0,9.801815144640655,2,17,17,51.5,30.7,9.5,10,1,0.0,1.0,1,0.0
591.0,14800000.0,11.805604338889202,3,17,4,92,47,12,11,1,0.0,1.0,1,0.0
592.0,4600000.0,14.33802722762373,1,9,4,33,18.8,6.6,10,1,0.0,0.0,1,0.0
593.0,4600000.0,6.082149909983166,1,46,3,31,18,None,9,1,1.0,0.0,None,1.0
594.0,4616096.0,10.938704131798367,1,18,14,32.7,None,None,14,1,0.0,1.0,None,1.0
595.0,4694528.0,10.946509775726676,1,18,3,27.7,20,None,10,1,1.0,0.0,None,1.0
596.0,4700000.0,15.301398949157708,1,9,5,33,19,7,10,1,0.0,0.0,1,0.0
597.0,4700443.0,10.938704131798367,1,18,3,32.5,None,None,14,1,0.0,1.0,None,1.0
598.0,4750000.0,13.631367466267177,1,9,9,33,20,6,25,1,0.0,1.0,0,0.0
599.0,4772757.0,10.938704131798367,1,18,3,33,None,None,14,1,0.0,1.0,None,1.0
600.0,4800000.0,14.33802722762373,1,9,8,33,18.8,6.6,28,1,0.0,0.0,None,0.0
601.0,4800000.0,14.403401844401966,1,9,3,34,19,7,None,None,0.0,0.0,None,0.0
602.0,4850000.0,6.082149909983166,1,20,4,29,18,8,9,0,1.0,0.0,None,1.0
603.0,4850000.0,15.774056269504607,2,5,2,43.6,31.6,5.6,None,None,1.0,0.0,None,0.0
604.0,4900000.0,15.979818984437133,1,9,8,32,19,6,None,None,0.0,0.0,1,0.0
605.0,4900000.0,14.69922434590352,1,9,8,34,18,6,15,0,0.0,0.0,0,0.0
